company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,alexa_ranking,crunchbase_url,market_cap,company_email
Best Friends Pets,https://www.linkedin.com/company/best-friends-pets,https://www.linkedin.com/company/2671041,bestfriendspets.com.au,"Established in 2007, we have been revolutionising the Pet Store concept in Australia ever since!When you join us, you will be joining an energetic team of people who are on a mission, championing the health & wellbeing of our pets providing world class customer service.From our in-store Team Members to our leadership team, everyone plays a role in our success, led by the world class customer service we’re well known for...You will be given every opportunity to forge your own career path within our retail operations team",2007,,"Travancore, Victoria, Australia",,,Maribyrnong,,,,,+61394660700,retail,,,,"Grooming Salon,Puppy Pre-School,Our Vet,Adoption Centre,Huge range of pet food & accessories,Huge range of premium food",Self-employed,,"pets, accessories, pet stores, grooming salon, puppy preschool, our vet, adoption centre, huge range of pet food, huge range of premium food",,,,,,,,,,
The AOT Group,https://www.linkedin.com/company/the-aot-group,https://www.linkedin.com/company/95546,aot.com.au,"The AOT Group provides a full range of travel services in the Inbound, Government and Leisure sectors throughout Australia, New Zealand and the South Pacific.Via our retail travel agency customers in Australia and NZ, our wholesale partners around the world, the Australian Government and direct to the public, the AOT Group sells accommodation and travel related services to over 750,000 passengers per annum.Established in 1987 the AOT Group has 600+ full-time staff located in our offices in Melbourne, Canberra, Sydney, Brisbane, Darwin, Auckland, Nadi & Mumbai and our Sales Offices in Shanghai, Hong Kong, Singapore, Jakarta, Milan, Munich, Rarotonga & London.AOT has four operating divisions offering travel services to the leisure and government sectors:WHOLESALE LEISURE DISTRIBUTIONSunlover Holidays is recognised as the leading travel wholesaler selling Australia.  Territory Discoveries is THE specialist for Australia’s Northern Territory.INBOUNDAOT Inbound (AOTI) has dedicated FIT and Group Departments to handle bookings for over 100,000 pax per annum in Australia & New Zealand. ETA (Experience Tours Australia) is the leading Australian inbound tour operator specialising in Asia and India. We have Sales Offices in Shanghai, Mumbai, Singapore, Hong Kong and Jakarta.ATS Pacific (ATS) provides inbound services in Australia, New Zealand and Fiji to major wholesale customers globally.ACCOMMODATION PROGRAM MANAGEMENTThe AOT Group is the officially appointed Accommodation Program Manager by the Department of Finance and Deregulation for the Australian Government to exclusively contract and sell all commercial domestic accommodation.ONLINE CONSUMER PORTALSAOT operates a number of well known online travel portals including: needitnow.com.au - This last-minute portal is one of the best last minute accommodation websites in Australia and New Zealand. Other AOT portals include Best Rates, Need to Escape, Travelmate and NSW Holidays",1987,,"South Melbourne, Victoria, Australia",,,South Melbourne,,,,,+61398677233,travel arrangements,"leisure, travel and tourism",,,"Travel Distribution,B2B & B2C Solutions,Content Provider,Wholesaler, Inbound Operator, Online distributor",Self-employed,https://facebook.com/aotgroup,"b2b, wholesaler, content provider, online distributor, travel distribution, inbound operator, b2c solutions",55800000,"Route 53, Outlook, Nginx, Microsoft Office 365, Google Analytics",,,,,,,,
The Source Bulk Foods,https://www.linkedin.com/company/the-source-bulk-foods,https://www.linkedin.com/company/19025257,thesourcebulkfoods.com.au,"The Source Bulk Foods your local home of bulk wholefoods, snacks & organic goodies, leading the zero-waste revolution.Founded on the belief that the small changes we each make can have a big impact on our environment, The Source has grown to be the largest Bulk Foods store in Australia, with 50 stores nationally. ",2012,,"Goonengerry, New South Wales, Australia",,,Mullumbimby,,,,,+61395257643,retail,,,,"bulk foods,wholefoods,organic,Australian Grown,zero-waste,health & superfoods,franchising,retail,grocery",Self-employed,"https://twitter.com/SourceBulkFoods, https://facebook.com/TheSourceBulkFoods","retail, organic, health, food, franchising, zerowaste, superfoods, grocery, specialty food, health markets, wholefoods, bulk foods, australian grown",,,,,,,,,,
Coffee By Di Bella,https://www.linkedin.com/company/coffee-by-di-bella,https://www.linkedin.com/company/13468357,coffeebydibella.com,"Founded by Philip Di Bella in 2002 in Brisbane, Australia. His mission was to provide his customers with products, tools, and the knowledge to make a perfect cup of coffee, each time and every time.Beginning as a coffee roaster, and working nights, Philip went from door to door attracting customers. Coffee By Di Bella has since evolved into a full-service coffee company.Our highly skilled departments are equipped to handle each stage of bringing the perfect cup of coffee to you. These include, sourcing and purchasing green beans, blending, roasting, packaging, and distributing the coffee to all customers across the country, as well as providing services such as business development, technical support, and training.Key Differentiators:Today Coffee By Di Bella has 1500+ retail & wholesale outlets and a global footprint across 5 Countries i.e. Australia, New Zealand, Thailand, America & India:- More than 5 million cups of Di Bella are served throughout Australia every week.- Di Bella brings  Premium A Grade beans sourced from different origins around the world to achieve a distinct taste profile on each blend.- Our award-winning store designs give a contemporary, modern & stylish look, ensuring a luxurious & sensual experience to our valued customers.- Our crockery has also been specifically designed to give a special & personal experience to each customer by having a unique cup for each drink.The same enthusiasm and innovation that put Coffee By Di Bella on the map in Australia is sure to turn heads amongst the burgeoning café culture globally. The only brand that has won The AeroPress Championship 2 years in a row, The Barista Championship & The Golden Bean AwardsWe are here to claim the Coffee Authority in the territories we operate in, for Coffee By Di Bella, there is only the future.",,,"Herston, Queensland, Australia",,,Brisbane,,,,,,hospitality,,,,"Coffee,Speciality Coffee,Waffles,Desserts,Milkshakes,Freakshakes",Self-employed,,,,,,,,,,,,
Ovato,https://www.linkedin.com/company/ovatoltd,https://www.linkedin.com/company/14482025,ovato.com.au,"We know print. Ovato provides the printing solutions, platforms, and tools you need to get in front of the right people.Our capabilities are diverse, but our focus is single-minded: we deliver high quality print products including magazines, catalogues, commercial work, point of sale, packaging and books - on time and on demand.We offer an unmatched breadth of print solutions through our signiﬁcant footprint across Australia and New Zealand, helping your business to reach the people that matter to you with print material that works.Our experienced team of specialists work with clients across multiple industries, from Retail to Publishing, eCommerce to FMCG and many more. Everything we do is based on a deep understanding of print and its business impact, allowing us to continually improve on our work for you.",1990,,"Mount Pritchard, New South Wales, Australia",,,Warwick Farm,,,,,+10294126111,printing services,,,,"Printing,Magazines,Catalogues ,Point of Sale,Packaging ,Brochure ,Flyers,Booklets,Commercial Printing ,Books,Print on Demand,Pamphlets,Specialty Finishes",Self-employed,"https://twitter.com/ovato_ltd, https://www.facebook.com/ovato-1943867999250381",,,,,,,,,,,
Vivid Property Services,https://www.linkedin.com/company/vivid-property-services,https://www.linkedin.com/company/4818205,vividservices.com.au,"We are a Cleaning & Property Services company for the 21st Century. Through innovative technology and service delivery excellence, the difference is Vivid.Our Quality Service is dedicated to the provision of our cleaning solutions.  We offer a complete integrated facilities management framework which can provide services to support your facilities to enhance your premises including hygiene and washroom services, high pressure cleaning, carpet and window cleaning, grounds maintenance,  pest control and waste management services.Our services are designed across:           - Commercial, Industrial & manufacturing premises- Retail premises- Educational institutions - Health facilities- Events Cleaning- Transport facilities - State & Government facilities- Hotel and other accommodation facilities.The difference is Vivid...",,,"Belrose, New South Wales, Australia",,,Belrose,,,,,,facilities services,,,,"Commercial Cleaning,Hygiene Services,Waste Management,Pest Control,Multi-Service Sourcing,Staffing & Labour",Self-employed,,,,,,,,,,,,info@vividservices.com.au
Jowett Motor Group,https://www.linkedin.com/company/jowett-motor-group,https://www.linkedin.com/company/12899086,jmgpl.com.au,"Jowett Motor Group was born from the experience and forethought of Tony Jowett in 1995 with brands Audi, Volkswagen and Subaru, before opening Eastern Honda Doncaster in 2000 which remains today.JMG has continued as a family-owned and operated business with its award-winning group of BMW and Honda dealerships across Victoria, South Australia and now the Australian Capital Territory.JMG is an established retail partner of Honda Australia, operating three metro Honda Centres: Eastern Honda, Northern Honda & Brighton Honda Centre. The JMG journey with Honda has been recognised by multiple National Dealer of the Year and Customer Excellence awards, to now leading national sales and service volumes.A new era was marked in 2013 for JMG with the opening of its first BMW dealership, Waverley BMW. Fast establishing itself as a key member of the BMW dealership network through a strong customer focused approach and commitment to excellence, JMG acquired South Yarra BMW in 2020. This was followed by the greenfield development of Berwick BMW opening in late 2020 and the recent introduction of Berwick MINI Garage. 2021 marked the opening of Glenelg BMW and MINI Garage in South Australia with a full redevelopment of the Glenelg site underway - due for completion in the second half of 2025. In September 2024, JMG will officially take over all existing business operations in Canberra BMW - including Canberra MINI Garage and Canberra BMW Motorrad.The growth plan for JMG continues with the opening of Chery Doncaster in July 2024 and Chery Brighton in early 2025. The JMG Executive Team is committed to fostering growth and excellence in the automotive retail operations sector. The Group aims to continue to collaborate with current and future Original Equipment Manufacturers (OEMs) to deliver award-winning retail experiences for customers while creating job opportunities for the automotive industry and current JMG employees.",,,"Glen Waverley, Victoria, Australia",,,Glen Waverley,,,,,,retail motor vehicles,,,,"Waverley BMW,South Yarra BMW,Berwick BMW,Glenelg BMW,Eastern Honda,Northern Honda,Glenelg MINI Garage,Brighton Honda Centre,Chery Doncaster",Self-employed,,,,,,,,,,,,
Clark Rubber,https://www.linkedin.com/company/clark-rubber-franchising-pty-ltd-,https://www.linkedin.com/company/9710095,clarkrubber.com.au,"Clark Rubber is a successful Australian retailer with a history dating back to 1946. With 60 stores nationally, we are specialists in pools, foam and rubber providing us with a unique place in the Australian retail market. With such a broad product range, our customer base is highly diverse and includes families, tradies, hobbyists, DIY-ers, and commercial business customers, to name just a few.",,,"Hawthorn, Victoria, Australia",,,Hawthorn,,,,,,retail,,,,"Pools,Foam,Rubber,Pool Toys and Recreation,Spas,Pool & Spa Servicing,Foam Mattresses & Overlays,Custom-Cut Foam,Cut-To-Length Flooring & Coverings,Made-To-Order Cushions & Coverings",Self-employed,,,,,,,,,,,,
AutoPacific Group,https://www.linkedin.com/company/autopacific-group,https://www.linkedin.com/company/68170235,autopacificgroup.com,"From humble beginnings in 1951 out of a South Melbourne factory, AutoPacific Group is now the market leader in vehicle accessories and towing solutions.  Our products are highly engineered, best-in-class, and of exceptional quality.Through product growth and expansion, AutoPacific Group is now the largest producer of towbars, trailer components, and functional vehicle accessories in Australia and New Zealand.With a diverse customer base across car manufacturers, automotive aftermarket, and retail, our products and brands are class-leading and highly sought after.We employ over 1000 employees across Australia, New Zealand, The United States and Thailand.The AutoPacific Group Corporate Head Office is located in Melbourne, Australia.",,,"Keysborough, Victoria, Australia",,,Keysborough,,,,,,motor vehicle manufacturing,,,,,Self-employed,,,,,,,,,,,,
BOQ Business,https://www.linkedin.com/company/boq-business,https://www.linkedin.com/company/30216852,boq.com.au,"BOQ Business is a full service lender with a well-rounded offering that is customer-centric in its approach. Our people are key to the success of this approach and are our biggest asset. Their expertise is the reason why we are purely focused on the customer.Since 2012, BOQ Business has grown significantly and diversified in assets, industry class and geography. However our focus on building intimate relationships in the segments in which we choose to represent has not changed.BOQ is a genuine alternative for businesses who recognise the value of personal banking relationships with passionate bankers who can contribute to growing and sustaining a successful business.BOQ Business provides client solutions across• Agribusiness• Corporate Banking and Property Finance• Corporate Health and Retirement• Commercial Broker• and SMECollaborating with BOQ Specialist, BOQ Finance and the BOQ retail branch network as businesses move through their life cycle.",,,"Brisbane, Queensland, Australia",,,Brisbane,,,,,,financial services,,,,,Self-employed,,,,,,,,,,,,
EGroup Protective Services Group Pty Ltd,https://www.linkedin.com/company/egroup-protective-services,https://www.linkedin.com/company/759369,egroup.com.au,"EGroup Protective Services Group Pty Ltd is an Australian Owned national company with over 20 years experience in tailoring and delivering high quality security and technology solutions to many private, corporate, retail and government organisations.We pride ourselves on delivering projects on time and within budget, often under challenging conditions. Our objective is to add value through knowledge of local process, systems, and best practices.Our clients are the center of our culture and building a sustainable and mutually beneficial relationship with them is the single core objective of EGroup.If you are interested in any of our specialist services please don't hesitate to contact us - we'd like to hear from you. ",,,"Lewisham, New South Wales, Australia",,,Sydney,,,,,,security and investigations,,,,"Security Guards,Electronic Security,Mobile Patrols,Control Room Operations,Major Events,Car Park and Traffic Management,Concierge Services,Crowd Control,Customer Service,Static Guarding ,Commercial,Retail ,Hospitality,Industrial",Self-employed,,,,,,,,,,,,
Hunter Douglas Australia,https://www.linkedin.com/company/hunter-douglas-commercial-australia,https://www.linkedin.com/company/976252,hunterdouglas.com.au,"Hunter Douglas Australia part of the Hunter Douglas worldwide group, the established worldwide design leader in custom window fashions. Ever since we created the aluminum blind in 1946, we have continued to redefine our industry with award-winning revolutionary products that deliver extraordinary style and unrivaled functionality at the window. The belief that great design informs all design is the driving philosophy of our company. It fuels our ongoing development of new and proprietary products that lend exceptional beauty and style to the décor while also providing technologically advanced solutions to everyday practical needs, such as insulation at the window, managing natural light, the convenience of motorisation, enhanced child safety, sound absorption and much more. The iconic Luxaflex Window Fashions is just one of the stable of brands within the group.",,,"Rydalmere, New South Wales, Australia",,,Rydalmere,,,,,,consumer goods,,,,"Inventers and manufacturers of commercial window coverings,Window Coverings,Blinds,Shutters,Awnings,Softshades,Retail,Wholesale,Manufacturing,Commercial,Leaders",Self-employed,,,,,,,,,,,,
ETC LTD,https://www.linkedin.com/company/etc-ltd,https://www.linkedin.com/company/1432360,etcltd.com.au,"ETC is a community-orientated not-for-profit provider of employment, training and business services. We help people in many different situations to overcome their personal challenges and develop the skills they need to find sustainable employment. We are a Workforce Australia Employment Services Provider and are contracted to deliver government employment services. Content does not necessarily represent the views of the Department of Employment and Workplace relations.As part of Workforce Australia Employment Services, we provide Self-Employment Assistance, Transition to Work, and Career Transition Assistance.We are also contracted to provide Disability Employment Services across the New South Wales Mid North Coast, North Coast and Queensland Gold Coast regions.ETC is also a Registered Training Organisation (RTO 6998) and provides nationally accredited training courses in Community Services, Business, Retail and Hospitality. In addition, our Employment Services include specialised youth, mature-age, business and disability programs.ETC’s head office is in Coffs Harbour on the Mid North Coast of NSW. Our service area reaches along the East Coast of Australia from New South Wales Hunter region all the way up to Bundaberg Queensland, as well as inland New South Wales around the New England North West regionWe’re committed to reinvesting our profits back into the business and into the communities where we operate – it’s our way of giving back and thanking those communities which continue to support us. Whether you’re a job seeker, employer or you’re looking to further your skills with training get in touch with us today.",1989,,"Coffs Harbour, New South Wales, Australia",,,Coffs Harbour,,,"80 grafton street, coffs harbour, nsw 2450, au",2450,+61266485400,staffing and recruiting,,,,"Employment,Training,Business Advice,Community,Workforce Australia,Youth Employment,Disability Employment Services,Self-Employment Services,Recruitment Services,Registered Training Organisation,Career Transition Assistance,Employment Training",Self-employed,https://twitter.com/etc_ltd,"training, employment, community, business advice, jobactive, new enterprise incentive scheme, community support fund",,,,,,,,,,
Steamatic Australia,https://www.linkedin.com/company/steamatic-australia,https://www.linkedin.com/company/3365040,steamatic.com.au,"Established in Australia in 1986, commitment, expertise and integrity is what has differentiated Steamatic to Australian industries. Steamatic is Australia’s leading provider of restoration, cleaning and disaster management services and provides unrivalled coverage of the domestic and commercial restoration and loss mitigation sectors. Steamatic has a network of over 25 service response centres throughout Australia including Branch Offices in New South Wales, ACT, Queensland, Tasmania, South Australia and Victoria.Our stated aim is to ensure our service and commitment to our clients meets our aspirations of quality and reliability whilst delivering an effective and cost efficient service 24 hours a day, 7 days a week. Steamatic is committed to helping insurance companies, loss adjusters & intermediaries reduce the cost of claims and retain their clients. Additionally, we aspire to provide the very highest levels of specialist services to a wide range of commercial, public and private sector organisations. Projects undertaken by the company include commercial and residential property, industrial, sporting, health, government, retail, education, hotels, clubs and tourism. Employing more than 300 staff Australia wide, Steamatic has played a leading role in the restoration and recovery of every major disaster in Australia including but not limited to Cyclone Larry, Cyclone Yasi, regional storms in Queensland, Mackay Floods, Melbourne Floods and Sydney downpours.",1986,,"Waterways, Victoria, Australia",,,Braeside,,,,,+611300783262,insurance,,,,"Fire Restoration,Water Restoration,Mould Remediation,Contents Cleaning,Document Restoration,Disinfection, Decontamination & Cleaning,Electronics and Media Restoration,Dry Ice Blasting,Odour Removal,Dessicant Dehumidification,Methamphetamine/Drug Testing and Decontamination,Crime Scene Cleanup,Vandalism & Graffiti Remediation,Kitchen Hood & Cooking Equipment Cleaning,Large Loss Mitigation",Self-employed,,"cleaning, disinfection, dry ice blasting, water restoration, decontamination, fire restoration, document restoration, contents cleaning, vandalism, mould remediation, crime scene cleanup, kitchen hood, odour removal, large loss mitigation, electronics & media restoration, dessicant dehumidification, methamphetamine, drug testing & decontamination, graffiti remediation, cooking equipment cleaning",,"reCAPTCHA, WordPress.org, Route 53, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Microsoft Azure, Google Tag Manager, Google Places, Google Maps, Google Font API, Bootstrap Framework",,,,,,,,
Merlo Coffee,https://www.linkedin.com/company/merlo-coffee,https://www.linkedin.com/company/627504,merlo.com.au,"Merlo Coffee began in Brisbane, Australia more than 30 years ago with a simple philosophy – freshly roasted coffee served by people who are passionate about coffee.Our philosophy has never changed. We roast the highest quality coffee beans from around the world every day so that our customers can enjoy their coffee at its best – fresh and full of flavour. Every member of our team - from roasting, to retail and sales - is made up of friendly, knowledgeable and skilled individuals who are dedicated to providing the best coffee and service, every time.Today, Merlo is proud to be one of Australia’s leading independently owned and operated coffee roasters, supplying more than 1500 cafes and restaurants across Australia with freshly roasted coffee.",1992,,"Eagle Farm, Queensland, Australia",,,Eagle Farm,,,,,,food and beverages,,,,"Coffee Roasting,Wholesale Coffee,Coffee Blends,Single Origin Coffee",Self-employed,"https://twitter.com/merlocoffee, https://www.facebook.com/merlocoffee/","food, restaurants, cafes, coffee & tea, coffee roasting, single origin coffee, coffee roasteries, coffee blends, wholesale coffee",4696000,"YouTube, Shopify, Rackspace MailGun, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Cloudflare DNS, Bootstrap Framework, Backbone JS Library, Active Campaign",,,,,701147,,,info@merlo.com.au
Motor Traders\'​ Association of NSW,https://www.linkedin.com/company/mtansw,https://www.linkedin.com/company/7735465,mtansw.com.au,"Supporting businesses in the motor industry through driving innovation for a sustainable future.Founded in 1910, the Motor Traders'​ Association of New South Wales is an employers association dedicated to representing owners and business principals in the New South Wales automotive industry.Our aim is to help the motor industry. We achieve this by assisting our members in the daily running of their businesses, as well as lobbying governing bodies to ensure a long and viable automotive industry in NSW. We are well-placed to represent the interests of our members, being in constant contact with state politicians and Government officials. We regularly offer advice on matters affecting the industry, and are proud to be the principal party and a leader in industrial relations issues affecting the retail motor industry.We also work to ensure the public's confidence in dealing with MTA members through our Code of Ethics. MTA NSW's Code of Ethics is a landmark statement that sets out the standard of behaviour MTA members must follow in their dealings with the public.",1910,,"Burwood, New South Wales, Australia",,,Burwood,,,,,+61294396772,business consulting and services,motor vehicle manufacturing,,,"Automotive Training,Automotive Association,EV Training,Automotive Apprenticeship,Employment Relations,Advocacy & Governance",Self-employed,"https://twitter.com/mtansw, https://www.facebook.com/MotorTradersAssociation/",,,,,,,,,,,
ColCap,https://www.linkedin.com/company/columbus-capital-pty-limited,https://www.linkedin.com/company/8124046,colcap.com.au,"ColCap is a leading and privately owned non-bank lender operating in the Australian market. ColCap specialises in prime mortgage loans and has a loan portfolio in excess of $14 BillionColCap has warehouse funding lines with both domestic and overseas banks which provide competitive and diverse funding, and is an experienced issuer of Residential Mortgage Backed Securities. ColCap primarily trades under the Origin MMS, Homestar Finance and Granite Home Loans brands across its Wholesale, Retail and Broker distribution channels respectively.Columbus Capital Pty LimitedABN: 51 119 531 252AFSL and Australian Credit Licence 337303Connect with us: https://colcap.com.au/",2006,,"Millers Point, New South Wales, Australia",,,Sydney,,,"77 castlereagh street, level 8, sydney, new south wales, australia",2000,,financial services,,,,"Home Loans, Investment Loans, Mortgage",Self-employed,,"mortgage, home loans, investment loans",,"WordPress.org, Ubuntu, Outlook, Mobile Friendly, Microsoft Azure Hosting, Microsoft Azure, Google Tag Manager, Google Font API, Apache",,,,,,,,
Black Diamond Agency,https://www.linkedin.com/company/blackdiamondagency,https://www.linkedin.com/company/2613506,blackdiamondagency.com,Australia's leading casual staffing agency specialising in:💎 Experiential Marketing💎 Retail Events💎 Corporate Events💎 Hospitality,,,"Pyrmont, New South Wales, Australia",,,Pyrmont,,,,,,staffing and recruiting,,,,"Flyer distribution,Flyer distribution,Real Estate",Self-employed,,,,,,,,,,,,
Choices Flooring,https://www.linkedin.com/company/choices-flooring,https://www.linkedin.com/company/2638467,choicesflooring.com.au,"Like many modern day success stories, the Choices Flooring group can be traced back to humble beginnings.In 1959 a small group of independent Victorian furniture retailers met to discuss the possibility of forming an association to maximise the effectiveness of their business in the face of increased competition from large, franchised organisations.As a result of this initial meeting, Newfurn Floor Coverings Ltd was formed.Over 30 years later, in 1993, they launched the Carpet Choice brand with 17 stores in Victoria. Since then, after a further brand update, Choices Flooring has rapidly grown to over 140 stores across Australia.Since those early days, Choices Flooring has arguably become Australia’s most progressive retail floor coverings group and a major force in the Australian retail sector.",1959,,"Rowville, Victoria, Australia",,,Rowville,,,,,293190551,retail,,,,"Carpet, Timber, Bamboo, Laminate, Luxury Vinyl, Tiles, Rugs",Self-employed,"https://twitter.com/Choicesflooring, https://facebook.com/ChoicesFlooring","bamboo, laminate, rugs, tiles, carpet, timber, luxury vinyl",,,,,,,,,,
Modern Star Pty Ltd,https://www.linkedin.com/company/modern-star,https://www.linkedin.com/company/902241,modernstar.com,"Modern Star was first known as Modern Teaching Aids (MTA). Established in 1956. MTA was the first Australian company to sell educational equipment and materials to kindergarten, schools, parents and toy stores. The group was rebranded to Modern Star some time after it was sold in 2002. Subsequently Modern Star acquired KESCO Educational and Kangaroo Educational & Tutor Warehouse, with numerous acquisitions to follow.Modern Star is the original and now the largest supplier of world class brands and educational ‘hands on’ resources to education institutions all across Australia and New Zealand.  Modern Star now operates in three distinct market channels across Australia & New Zealand. 1. Educational Resource Supply 2. Wholelsale Distribution,  3. Direct-to-Consumer.The Modern Star group of companies now include the following retail and educational and specialist resource companies.- Modern Teachings Aids- Zart Art - Clever Patch- Educating Kids- Kangaroo Educational- KESCO Educational- Modern Brands- Educational VantageToday the Modern Brands wholesale division is the largest privately owned toy distribution business representing the worlds best quality educational toy and gift brands.Modern Star employs over 400 staff across Australia and New Zealand. with multiple sales teams geographically dispersed achieving 100% national sales service and support coverage  The Modern Star Head Office is located on Sydney's Northern Beaches, with additional offices and warehouses in QLD, NSW, VIC. You can view our website at www.modernstar.com",1956,,"Beacon Hill, New South Wales, Australia",,,Brookvale,,,,,+61299075279,wholesale,,,,"Education Resource & School Supply,Toy, Gift & Nursery Brand Distribution,Educational Fund Raising,Direct to Consumer,e-Commmerce,e-Learning,Interactive Audio Visual,Early Childhood Resources,Art Materials,Educational Publishing,Consumer Goods,Sporting Equipment,Higher Education,Publishing,Paper Goods",Self-employed,,,,,,,,,,,,
Print Media Group,https://www.linkedin.com/company/print-media-group,https://www.linkedin.com/company/901662,pmg.com.au,"Print Media Group is a leading corporate print specialist with a national presence. While many print managers will supply items and manage your inventory, we specialise in balancing your unique needs at a departmental level while managing expense, offering solutions that improve processes and provide tangible cost savings.A proudly 100% Australian owned family business, we employ more than 280 staff nationally in manufacturing and specialised print and logistics solutions.Our clients are from diverse industries including retail, financial, health care, insurance, and government departments, with a growing proportion being multi-location businesses such as franchises.With a history dating back to the 1800s, the company has grown organically, and through the acquisition of a number of well established firms. Our considerable breadth of offering and internal expertise provides you with access to total print and logistics solutions, with direct control over the outcomes and the best fit solution for your print requirements, from the manufacturer.",,,"Scoresby, Victoria, Australia",,,Scoresby,,,,,,printing services,,,,"Corporate & Government,Campaign management,Digital print, sheet-fed, rotary print,Logistics, warehouse, delivery,Direct mail including personalisation,Integrated cards, labels and magnets, self mailers,Procurement,Security printing, forms,Labels,Packaging",Self-employed,,,,,,,,,,,,
"Anglicare NSW South, NSW West & ACT",https://www.linkedin.com/company/anglicare-canberra-goulburn,https://www.linkedin.com/company/902894,anglicare.com.au,"Anglicare NSW South, NSW West & ACT is a not-for-profit organisation with a focus to promote the well-being of, and create life opportunities for, disadvantaged children, young people, families, and communities. Anglicare has a presence in over 50 towns and communities across the ACT and rural NSW. Some of the major regional service locations are Wagga Wagga, Goulburn, Moruya, Orange, Dubbo and Canberra.",,,"Russell, Australian Capital Territory, Australia",,,Canberra,,,"221 london circuit, canberra, australian capital territory, australia",2601,296616686,non-profit organizations,nonprofit organization management,,,"Youth Services,Out of Home Care,Early Childhood Services,Disability Services,Homelessness Support Services,Financial Counselling,Retirement Living,Charity,Retail",Self-employed,"https://twitter.com/AnglicareACT, https://www.facebook.com/AnglicareACT","retail, charity, youth services, retirement living, disability services, financial counselling, out of home care, early childhood services, homelessness support services",,"reCAPTCHA, WordPress.org, Vimeo, ShareThis, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, MailChimp SPF, Gravity Forms, Google Maps, Google Font API, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, Apache",,,,,,,,
John Hughes Group,https://www.linkedin.com/company/johnhughesgroup,https://www.linkedin.com/company/1378347,johnhughes.com.au,"The John Hughes Group employs approximately 560 people and sells over 1700 new and used vehicles every month with an annual turnover of $550 million. The Company has diversified into many peripheral areas in the automotive industry, it has its own Insurance Company, its own Finance Company, a Finance Broking operation, underwrites its own extended warranties, is in the tyre and battery business provides its own roadside assistance, has twelve mobile service vans, and has its own fleet of trucks to transport vehicles to and from the varied locations.For a number of years John Hughes was a director of Channel 9 in Perth and Burswood Management Limited, the Company operating the casino complex in Western Australia.He has a high profile in Western Australia because of featuring prominently in extensive television, radio and press advertising in relation to the marketing of his motor vehicles.John Hughes is recognised for his totally committed approach to â€œhands onâ€ management and total quality customer service. His high personal profile and his passion towards continually striving for excellence at all levels has made him a sought after and well known motivational public speaker.",,,"Lathlain, Western Australia, Australia",,,Victoria Park,,,,,,motor vehicle manufacturing,,,,"Automotive,Retail,Wholesale,Customer Service,Automotive Mechanic",Self-employed,,,,,,,,,,,,
Maxwell Foods,https://www.linkedin.com/company/maxwell-food-products-pty-ltd,https://www.linkedin.com/company/10220268,maxwellfoods.com,"Australian-owned, globally-based food company, partnering with retailers worldwide to deliver top-tier, affordable, and nutritious snacks.",1984,,"Sydney, New South Wales, Australia",,,Sydney,,,"PO Box 565 Sydney Markets Flemington, Sydney, New South Wales, AU, 2129",2140,+61293256793,food and beverage manufacturing,food production,,,"Food Packaging & Production,Retail,Import & Export,Product Innovation",Self-employed,https://facebook.com/maxwellfoods,"export, retail, production, import, product innovation, food packaging",7000000,"Outlook, Mobile Friendly, Microsoft Office 365, Apache",,,,,681216,,,
Spudshed,https://www.linkedin.com/company/spudshed,https://www.linkedin.com/company/67414507,spudshed.com.au,From humble beginnings Spudshed has grown to become a well-known and respected name in Western Australia. We are a family business with a passion to bring quality locally grown WA produce fresh to our consumers at the lowest possible price.,,,"Parkfield, Western Australia, Australia",,,Australind,,,,,,food and beverage services,,,,"Fruit and Veg,Grocery,Supermarket,Retail,Farming,Vegetables,Fruit",Self-employed,,,,,,,,,,,,
